country,year,gdp_per_capita,life_expectancy,infant_mortality,health_spending,smoking_rate,birth_rate
EAR,2023,4313.64804240795,71.7962449795855,25.7356924158151,,,18.5611832812997
EAS,1990,2637.4427358804,68.2825492584448,44.5,,,21.6169938225564
EAS,1991,2937.09018785442,68.6751933934946,43.8,,,20.7164347852113
EAS,1992,3167.86192744107,69.0651062725422,42.7,,,19.6747500427214
EAS,1993,3498.39546921997,69.4645680383496,41.6,,,19.4327662727353
EAS,1994,3864.30291595685,69.7609957361386,40.3,,,19.089701535224
EAS,1995,4334.60379612704,70.0243977782735,39.4,,,18.566841228795
EAS,1996,4126.9832582113,70.4333037747705,38.0,,,18.3280489554137
EAS,1997,3899.5435839197,70.790128954889,36.5,,,17.894548469994
EAS,1998,3452.62044005664,71.0996369774154,35.0,,,17.0947551797837
EAS,1999,3818.45806296703,71.367553266776,33.4,,,16.3028077638513
EAS,2000,4092.5797350059,71.7028323240299,31.6,239.832698847011,29.9468209175097,15.8526621335661
EAS,2001,3773.32777691441,72.0413059988772,30.0,222.890526954309,,15.3108908637532
EAS,2002,3802.58650311717,72.3571058107458,28.4,224.542602727972,,14.861903172615
EAS,2003,4150.18638962095,72.7346908938812,26.3,253.031798403404,,14.4808815930757
EAS,2004,4619.99486205368,72.812660596894,25.0,279.727457467479,,14.3251714587821
EAS,2005,4893.1213787835,73.2984345512681,23.2,293.882202801765,28.3615108695231,14.3056929493526
EAS,2006,5150.19682285776,73.5640440034614,21.8,299.890232707894,,14.1359413520813
EAS,2007,5716.3489723968,73.8948513504332,20.5,323.507883625578,27.7829555831967,14.167133789292
EAS,2008,6547.77033163535,73.8481629943997,19.6,375.822589185019,,14.1405032143089
EAS,2009,6694.4838761923,74.3683471715786,18.2,421.357701343156,,13.9652974713952
EAS,2010,7760.44827813549,74.6299790050688,17.3,479.630422183346,27.0864279083596,13.9008902188822
EAS,2011,8929.66684535938,74.8252830592191,16.4,588.874783411469,,14.7515134536388
EAS,2012,9479.32344288198,75.1059726864745,15.4,627.195588189346,,15.5022669586538
EAS,2013,9522.66749841489,75.3347729864006,14.7,603.489925331607,,14.3958361536487
EAS,2014,9759.27563362099,75.5644270391791,13.9,617.542712754513,,14.7816075396243
EAS,2015,9657.52889618953,75.7926010192992,13.5,604.418249291077,25.9865953516797,13.5796052513996
EAS,2016,9928.67149927477,75.9870166732102,12.7,636.821085275246,,14.3263871013016
EAS,2017,10526.6771695761,76.0789923585537,12.1,668.759478170624,,13.5591013960284
EAS,2018,11394.4809001741,76.3914229383171,12.1,723.444630761637,,12.2896392340449
EAS,2019,11578.2748298091,76.586261929345,11.8,755.048841346782,,11.8748945711959
EAS,2020,11595.2940923559,76.5434376080231,12.0,793.628342680854,25.0152285131307,10.5938069971152
EAS,2021,13282.7636699758,76.1530093756951,11.9,879.237648700468,24.7137189088078,9.86543090873216
EAS,2022,13084.2848090909,76.6767834400676,11.8,837.62284554189,24.6402774459446,9.33085608981127
EAS,2023,13117.90954458,76.6595183258032,11.6,,,9.01511089409649
ECA,1990,1720.28726590723,68.2078850416034,49.9446401539267,,,22.0664101753635
ECA,1991,1641.37731663919,68.0578562708201,49.0948530128133,,,21.6102147718718
ECA,1992,1566.68517671499,67.2516325508894,48.5950693017473,,,20.914505857166
ECA,1993,1607.78743931515,67.0592633886878,48.0205868462938,,,20.1845884356753
ECA,1994,1253.86034870262,67.3074919162119,46.8903081111934,,,19.5192430113706
ECA,1995,1432.850553217,67.4447367389633,45.7746822708041,,,19.0596343625449
ECA,1996,1511.64604693449,67.7208847902853,43.8404114551484,,,18.2554564331319
ECA,1997,1598.76624325051,68.0432457554526,42.1593997109961,,,17.8171197484074
ECA,1998,1940.52719112561,68.3390752647748,40.1247070106364,,,17.4101442053
ECA,1999,1765.85200537932,68.2027797821178,37.9844664857179,,,16.7841234446913
ECA,2000,1788.70902196512,68.8570531906331,35.7022786683549,87.4583494554054,34.9541120471329,16.1707306028675
ECA,2001,1527.60473801197,69.0902777061194,33.6029786552825,79.9049260713564,,15.8395805200332
ECA,2002,1769.53649533764,69.3187306210865,31.532274945396,95.8974587503832,,15.6237690674175
ECA,2003,2246.15793186653,69.5879019097604,29.4750493615449,123.735909721197,,15.6597117162747
ECA,2004,2877.7671587306,69.7911486482047,27.7504673927991,156.938954803814,,15.9882319033094
ECA,2005,3567.7847379435,69.9595147646973,25.9231966306966,193.191160961607,32.411252661091,16.0785405143134
ECA,2006,4130.92757919905,70.2178659389806,24.2248285155911,226.209177830607,,16.4541656439665
ECA,2007,5189.13402436732,70.5579786921334,22.7173953757801,276.621234814896,31.4023554567018,16.8084226333886
ECA,2008,6169.16878576047,70.9743175160426,21.2628915425095,322.581042016962,,17.2432113945963
ECA,2009,5105.02072156603,71.442292156273,19.8630353678967,284.384244898929,,17.2446955050532
ECA,2010,5995.07850827244,71.9125911481178,18.7081227304465,310.31705830595,30.0599600644251,17.1324316150908
ECA,2011,6762.72946012902,72.1509502224104,17.554593965491,330.379841257876,,17.0426964208061
ECA,2012,7071.92003622417,72.674516586065,16.4554863855131,346.009549613515,,17.307310206077
ECA,2013,7646.16667724963,73.1274427758791,15.6315313114737,367.359843074635,,17.3589006418589
ECA,2014,7273.11278224833,73.4217488485404,14.8060432921116,345.505348317436,,17.6376554474819
ECA,2015,6282.95418433325,73.7582707874779,14.1877653545582,293.386076396425,28.1638407590785,17.3131936854507
ECA,2016,5977.68550933388,74.0349273934992,13.5205168748911,288.231758052887,,16.9334452078944
ECA,2017,6112.70276991575,74.4074945113083,13.0813559660252,287.484697899599,,16.3127131768329
ECA,2018,5952.2500299061,74.5976698113306,12.73597911055,281.586252224146,,16.058555088817
ECA,2019,6020.63670154835,74.821186588313,12.463226083948,296.180728487163,,15.7220082512123
ECA,2020,5733.41761868436,73.5589573506665,12.1551526460306,313.055745223477,26.5247208556696,15.3698038555152
ECA,2021,6623.35137698536,72.8874329657208,11.9176977604447,373.16498640504,26.2886406202543,15.1808890530912
ECA,2022,7247.60981221236,74.5786223390478,11.7494303786583,367.800587645895,25.9310106884958,14.6244314867262
ECA,2023,8571.4101866164,74.7987152767476,11.8860410451798,,,14.2144977307866
ECS,1990,10494.4258060235,72.1943874149578,25.7,,,14.9535667912358
ECS,1991,10760.1647038645,72.1536909841619,25.3,,,14.4316581519748
ECS,1992,11479.0733195486,71.8543255872881,25.0,,,13.8663090833534
ECS,1993,10513.622592626,71.5316165448208,24.7,,,13.2859416014955
ECS,1994,10969.2814587226,71.6871243400832,24.0,,,12.940757757753
ECS,1995,12648.8005979725,71.8302633979087,23.3,,,12.6131074987738
ECS,1996,12886.434779252,72.2499222308072,22.1,,,12.3483296509145
ECS,1997,12204.4602933488,72.6453006861804,21.1,,,12.1684909689384
ECS,1998,12504.372739489,72.9146919444558,20.1,,,12.0099914471813
ECS,1999,12364.9118512726,72.8390082653966,18.9,,,11.7337039980897
ECS,2000,11645.2688989358,73.1137949733544,17.6,935.374603122304,35.0914198003185,11.6949094925194
ECS,2001,11749.673611715,73.3559009015306,16.6,965.190149169692,,11.5236462125264
ECS,2002,12843.4681104662,73.4464892451938,15.6,1089.58651745603,,11.5494234746255
ECS,2003,15575.9793987346,73.5628132914523,14.7,1350.73866885402,,11.6801683874126
ECS,2004,18102.9866101055,73.9880965104672,13.9,1567.33223096186,,11.8599211735849
ECS,2005,19215.6623067218,74.1537050552507,13.1,1660.02601954728,32.4073220001484,11.8419853434858
ECS,2006,20751.0873201639,74.6398235785968,12.3,1778.47190098679,,12.0432818254215
ECS,2007,24175.0503054007,75.0087044515764,11.7,2050.15170912929,31.4706170343189,12.3347055105943
ECS,2008,26501.4656681781,75.3023652452109,11.0,2294.7564498701,,12.7096249172737
ECS,2009,23237.1151341226,75.6892479352627,10.4,2196.87837159593,,12.6790177839389
ECS,2010,23684.8766148124,75.9954040762695,9.9,2185.47205451778,30.0952757844586,12.6818676713129
ECS,2011,26221.7856583388,76.4794121218072,9.4,2368.23935332074,,12.5252978146713
ECS,2012,25146.0197755091,76.6805951350343,9.0,2273.98561870929,,12.6570484675504
ECS,2013,26177.1096409942,77.0325566033376,8.7,2379.69067186885,,12.4800619172315
ECS,2014,26444.7930069568,77.3536995594249,8.4,2425.21049623259,,12.6280495076729
ECS,2015,22676.9494565466,77.331142300321,8.0,2098.12295523612,28.0777072600698,12.4918017340748
ECS,2016,22496.7758500912,77.6815195796899,7.6,2090.19445508138,,12.3796092519227
ECS,2017,23780.6167949133,77.8993049650609,7.4,2186.2315279148,,11.8983583884846
ECS,2018,25362.6758114579,78.0322195043255,7.2,2338.64499246625,,11.6099049789446
ECS,2019,24975.4166431436,78.3042683990405,7.0,2327.43781786241,,11.2858358785167
ECS,2020,24121.4791035767,77.1757484533311,6.9,2520.12746004454,26.3786971124788,11.0123156423526
ECS,2021,27591.4108786977,76.7287266936821,6.7,2852.86365963793,26.0652746652581,10.977099738443
ECS,2022,27782.8616206223,77.8361130850842,6.6,2792.7297090373,25.7502434177691,10.4465186846213
ECS,2023,29835.7180523654,78.3870183177038,6.6,,,10.013618103428
ECU,1990,1455.00748510871,68.445,42.6,,,29.924
ECU,1991,1587.36049996672,69.04,40.6,,,29.706
ECU,1992,1655.44613192632,69.468,38.7,,,29.292
ECU,1993,1697.88884141445,70.07,36.8,,,28.711
ECU,1994,1996.85894789444,70.876,34.8,,,28.181
ECU,1995,2108.00698245316,71.349,32.7,,,27.889
ECU,1996,2135.8479374308,71.82,30.7,,,27.658
ECU,1997,2340.76600026857,72.007,28.8,,,27.108
ECU,1998,2284.01572847769,71.949,27.1,,,26.62
ECU,1999,1575.30234730971,71.92,25.5,,,26.139
ECU,2000,1382.23421759909,72.09,24.1,48.11405182,14.5,25.645
ECU,2001,1791.30359685037,72.571,23.0,71.16015625,,25.142
ECU,2002,2059.1585535974,73.164,21.9,97.25205231,,24.655
ECU,2003,2315.62215223014,73.632,21.1,132.01766968,,24.18
ECU,2004,2586.20914663347,73.868,20.3,149.75236511,,23.73
ECU,2005,2909.02606014388,73.909,19.5,167.79144287,13.3,23.317
ECU,2006,3243.67010359339,74.01,18.8,189.59565735,,22.968
ECU,2007,3478.92488770671,74.226,18.1,193.33273315,12.8,22.604
ECU,2008,4194.75750661981,74.709,17.4,231.62229919,,22.501
ECU,2009,4053.36331139298,74.901,16.7,244.5753479,,22.427
ECU,2010,4520.30959039763,75.188,16.0,287.00466919,12.2,21.887
ECU,2011,5153.6916424375,75.179,15.3,340.40786743,,21.78
ECU,2012,5634.08393191094,75.486,14.6,387.54577637,,20.944
ECU,2013,6109.29031510341,75.832,14.0,414.12683105,,19.656
ECU,2014,6405.79979300441,76.141,13.4,433.41845703,,18.896
ECU,2015,5976.1596805651,76.222,12.9,464.22186279,11.3,18.357
ECU,2016,5917.63771271481,76.094,12.5,449.03869629,,17.622
ECU,2017,6233.32244797718,76.22,12.2,469.04544067,,17.677
ECU,2018,6303.91886658338,77.248,11.9,493.73196411,,17.523
ECU,2019,6205.05765246766,77.286,11.7,484.47195435,,16.924
ECU,2020,5463.64515348598,72.004,11.5,473.01956177,10.5,16.391
ECU,2021,6061.32350181711,72.746,11.3,498.60794067,10.3,15.882
ECU,2022,6515.58528418336,76.577,11.2,492.83575439,10.2,15.423
ECU,2023,6737.84748379638,77.392,11.1,,,15.033
EGY,1990,735.982935028025,62.513,67.3,,,33.545
EGY,1991,622.829605007867,63.059,64.5,,,32.367
EGY,1992,680.79923864551,63.585,61.8,,,31.149
EGY,1993,740.334217356418,64.147,59.0,,,30.108
EGY,1994,807.303537230487,64.663,56.0,,,29.246
EGY,1995,916.326617700876,65.214,52.9,,,28.58
EGY,1996,1008.97637629447,65.733,49.9,,,28.21
EGY,1997,1146.20172117634,66.207,47.0,,,28.215
EGY,1998,1212.82259820477,66.635,44.3,,,28.303
EGY,1999,1268.30949160496,67.01,41.8,,,27.894
EGY,2000,1366.09274372613,67.332,39.6,69.37174988,19.4,27.392
EGY,2001,1295.1374184163,67.612,37.5,68.67334747,,27.252
EGY,2002,1116.82884626213,67.846,35.7,63.99928665,,27.076
EGY,2003,1031.27556291284,68.045,34.0,50.34780884,,26.866
EGY,2004,991.255689145253,68.211,32.6,50.33084488,,26.569
EGY,2005,1105.53920713903,68.355,31.2,59.4683876,20.5,26.566
EGY,2006,1298.97900203124,68.493,30.0,66.32707214,,26.562
EGY,2007,1547.74170735909,68.627,28.8,73.29454041,21.0,26.849
EGY,2008,1896.21594269779,68.761,27.7,90.15769958,,26.976
EGY,2009,2161.63964573927,68.915,26.7,98.90396881,,27.209
EGY,2010,2455.08194645282,69.078,25.6,105.07817841,21.6,27.491
EGY,2011,2590.64384891965,69.232,24.6,116.22949219,,27.476
EGY,2012,2996.0677072015,69.464,23.7,139.81625366,,28.117
EGY,2013,3025.52563552448,69.632,22.8,139.67245483,,28.591
EGY,2014,3133.39102265541,69.911,22.0,155.06480408,,28.393
EGY,2015,3306.98159414141,70.135,21.2,170.25532532,22.8,28.184
EGY,2016,3270.6287768197,70.437,20.5,142.61845398,,26.679
EGY,2017,2395.10333299491,70.709,19.8,106.00288391,,26.1
EGY,2018,2484.70315630508,70.974,19.1,118.01481628,,23.592
EGY,2019,2962.98892023003,71.213,18.4,142.69670105,,22.267
EGY,2020,3511.11381026379,69.79,17.8,148.35269165,24.2,22.004
EGY,2021,3827.35415374308,68.976,17.2,176.93664551,24.5,21.154
EGY,2022,4233.30783744856,71.01,16.7,170.97909546,24.7,21.091
EGY,2023,3456.78968456253,71.633,16.1,,,21.004
EMU,1990,18683.5116157187,75.8176710447045,7.98110715318623,,,11.7142264665248
EMU,1991,19305.4650214478,75.967680459718,7.66946535876303,,,11.3665739064033
EMU,1992,21178.5256359831,76.3077212128388,7.27816413631402,,,11.1902658582688
EMU,1993,19310.8130046245,76.4132090987759,6.84263055594984,,,10.9293743622404
EMU,1994,20344.7655228081,76.7241794048485,6.39901810913901,,,10.5620815685228
EMU,1995,23430.2420940671,76.8823133359499,6.0299355044679,,,10.4415493418385
EMU,1996,23652.3520885312,77.1483236763399,5.65643812834415,,,10.53332754562
EMU,1997,21582.2302168419,77.5088681140576,5.35348234697065,,,10.5818658656965
EMU,1998,22144.6948669862,77.7189067294807,5.13571880215679,,,10.4525967551126
EMU,1999,22011.2609922986,77.9456362720954,4.90003074505618,,,10.4632632585854
EMU,2000,20039.4002656638,78.1997793340467,4.72156318908891,1731.81464765349,34.5227781636048,10.6147461228777
EMU,2001,20289.6505275713,78.5435434936,4.52914850955913,1773.76841445232,,10.3762887164229
EMU,2002,22047.2795660286,78.6341349112633,4.37764160580312,1975.20558755546,,10.3147836441694
EMU,2003,27010.5876151852,78.6557621579425,4.22025127392047,2475.3645370397,,10.324978117442
EMU,2004,30803.2860998618,79.2321623652194,4.04545063400955,2830.94370726518,,10.384854519245
EMU,2005,31781.6618832705,79.3748507782536,3.92058933076222,2948.56161600736,32.214074928108,10.2753352081178
EMU,2006,33646.2501787992,79.8077212879617,3.79106573643357,3116.40913681423,,10.3668507627587
EMU,2007,38544.2484903779,80.0477786971356,3.67372142194077,3536.08576652332,31.4013581224057,10.3525069124433
EMU,2008,42174.6917988916,80.2510876108346,3.57095756552572,3994.67623000628,,10.5287315640381
EMU,2009,38467.8658262169,80.4554611719191,3.46580038157192,3928.40715640562,,10.3402836626249
EMU,2010,37495.4820609396,80.6989426195589,3.41409120760312,3813.83661794386,30.2011484575241,10.3330462919126
EMU,2011,40574.3722348559,81.1826341807676,3.32407300153235,4074.29561494822,,10.1370294032683
EMU,2012,37486.6282216839,81.1827315779388,3.27053534836446,3800.3539633273,,9.97743506521047
EMU,2013,39101.8249052989,81.4679843013023,3.22279263211758,3979.1315723078,,9.72772580346601
EMU,2014,39982.9007375611,81.8932526571977,3.19458867885643,4067.87638781747,,9.78589451091784
EMU,2015,34467.5766635134,81.5193991217567,3.18124945321777,3497.4609936752,28.3952417235398,9.66846626080559
EMU,2016,35232.2695661265,81.9075874931284,3.16148384071981,3564.61089405244,,9.71933223115668
EMU,2017,37237.5363554552,81.8840085594743,3.13924972204618,3754.97879997207,,9.47191175742524
EMU,2018,40096.712205156,82.0027602577719,3.12113123920241,4043.7270058732,,9.27797304012555
EMU,2019,39212.5111497975,82.2804211551829,3.06109921374487,3990.21968966247,,9.10207545699417
EMU,2020,38234.5335889285,81.4873571657503,3.03698022817174,4261.74086179939,26.8713838557487,8.88483470493758
EMU,2021,42967.2551656434,81.5839330415712,3.05787567846989,4786.25865840534,26.551979891196,9.00505843965657
EMU,2022,41446.4322827569,81.6212237452298,3.02990230182414,4414.09742965593,26.305215294913,8.58589108645365
EMU,2023,45068.7010930397,82.1920076156423,3.00512301199409,,,8.13817367666999
ERI,1990,,49.733,80.3,,,43.316
ERI,1991,,50.516,77.4,,,46.07
ERI,1992,265.240962963337,52.436,74.2,,,42.304
ERI,1993,252.085777069472,53.189,70.8,,,40.853
ERI,1994,277.801423620334,54.027,67.2,,,42.145
ERI,1995,285.402184008331,54.822,63.7,,,39.469
ERI,1996,325.838705371605,55.498,60.5,,,43.277
ERI,1997,318.980960831984,56.155,57.6,,,41.218
ERI,1998,341.91736400208,49.997,55.0,,,39.91
ERI,1999,311.336209255125,44.506,60.2,,,38.424
ERI,2000,314.357396753501,56.285,50.8,14.03034782,,37.969
ERI,2001,325.409161513593,58.359,49.0,14.90675831,,36.353
ERI,2002,304.775756465092,58.941,47.5,15.77544498,,37.081
ERI,2003,348.950327077742,59.455,46.0,19.81480217,,35.894
ERI,2004,426.840947887032,60.063,44.6,23.15624809,,37.0
ERI,2005,412.753079199423,60.628,43.3,21.92651939,,36.369
ERI,2006,447.997404727201,61.457,42.1,23.77408791,,36.179
ERI,2007,480.44762365456,61.998,40.9,19.62666321,,34.965
ERI,2008,490.066956003333,62.422,39.8,21.55065727,,34.136
ERI,2009,642.92572288007,63.203,38.6,24.35102463,,34.213
ERI,2010,539.699512069686,63.665,37.5,26.00652122,,33.453
ERI,2011,688.68165957684,64.231,36.5,35.55129623,,33.032
ERI,2012,,64.697,35.5,27.78689003,,32.41
ERI,2013,,65.005,34.4,31.63773346,,31.702
ERI,2014,,65.517,33.4,32.93447495,,31.456
ERI,2015,,65.909,32.4,29.22208977,,30.554
ERI,2016,,66.242,31.4,26.00592422,,30.092
ERI,2017,,66.612,30.6,25.10270691,,29.551
ERI,2018,,66.979,29.6,26.68201065,,29.195
ERI,2019,,67.306,28.7,28.42930794,,29.119
ERI,2020,,66.98,27.9,27.66241646,,28.872
ERI,2021,,66.94,27.2,27.58759499,,28.818
ERI,2022,,67.789,26.4,27.08350372,,28.675
ERI,2023,,68.624,25.5,,,28.544
ESP,1990,13795.0159385128,76.8375609756098,7.4,,,10.3
ESP,1991,14801.3226152172,76.9712195121951,7.1,,,10.2
ESP,1992,16100.6799428032,77.41,6.7,,,10.1
ESP,1993,13330.3798192211,77.5465853658537,6.3,,,9.8
ESP,1994,13405.704414883,77.9014634146342,5.9,,,9.4
ESP,1995,15460.9110266653,77.9807317073171,5.5,,,9.1
ESP,1996,16100.6215831114,78.1204878048781,5.2,,,9.1
ESP,1997,14722.3717633536,78.6041463414634,4.9,,,9.2
ESP,1998,15382.3348573373,78.6658536585366,4.7,,,9.1
ESP,1999,15707.9473068138,78.7170731707317,4.5,,,9.4
ESP,2000,14743.2671031455,78.9658536585366,4.4,1005.28399658,35.0,9.8
ESP,2001,15368.2337984435,79.3682926829268,4.2,1045.05065918,,9.9
ESP,2002,17111.0685058941,79.5682926829268,4.1,1174.5793457,,10.1
ESP,2003,21522.0170990262,79.619512195122,4.1,1640.91772461,,10.4
ESP,2004,24925.0267844576,79.8707317073171,3.9,1922.27380371,,10.6
ESP,2005,26450.9530130382,80.1707317073171,3.8,2062.40625,33.3,10.6
ESP,2006,28421.686527407,80.8219512195122,3.7,2242.15869141,,10.8
ESP,2007,32652.015594702,80.8731707317073,3.6,2606.27783203,32.8,10.9
ESP,2008,35603.248328071,81.1756097560976,3.4,2995.18603516,,11.3
ESP,2009,32279.8208476151,81.4756097560976,3.3,2937.71777344,,10.6
ESP,2010,30658.7422282912,81.6268292682927,3.2,2789.63720703,31.7,10.4
ESP,2011,31824.6219134777,82.4756097560976,3.0,2908.91967773,,10.1
ESP,2012,28456.4438151477,82.4268292682927,2.9,2590.73803711,,9.7
ESP,2013,29228.846559842,83.0780487804878,2.9,2630.01904297,,9.1
ESP,2014,29707.765509467,83.2292682926829,2.8,2680.02954102,,9.2
ESP,2015,25982.4416197775,82.8317073170732,2.7,2349.54663086,30.3,9.0
ESP,2016,26755.6061149398,83.3292682926829,2.7,2377.04956055,,8.8
ESP,2017,28381.3425596906,83.2829268292683,2.7,2525.13964844,,8.4
ESP,2018,30602.4212881113,83.4317073170732,2.7,2741.90600586,,7.9
ESP,2019,29786.5245689007,83.8317073170732,2.6,2713.62255859,,7.6
ESP,2020,27233.9426461608,82.2317073170732,2.6,2898.00537109,28.9,7.2
ESP,2021,30799.4775937775,83.1780487804878,2.6,3144.11181641,28.7,7.1
ESP,2022,30270.2687017458,83.1341463414634,2.6,2910.83764648,28.4,6.9
ESP,2023,33509.0127982139,83.8829268292683,2.6,,,6.7
EST,1990,,69.4756097560976,14.0,,,14.2
EST,1991,,69.3731707317073,13.9,,,12.4
EST,1992,,68.8634146341464,13.7,,,11.8
EST,1993,2685.90889287357,67.909756097561,13.5,,,10.2
EST,1994,2819.12612100926,66.5,13.0,,,9.7
EST,1995,3134.38975345407,67.5439024390244,12.5,,,9.4
EST,1996,3380.92630243199,69.6121951219512,11.8,,,9.4
EST,1997,3682.95230146695,69.809756097561,11.1,,,9.0
EST,1998,4093.39247738765,69.3585365853659,10.3,,,8.8
EST,1999,4140.93660232167,70.0634146341463,9.5,,,9.0
EST,2000,4070.60902410208,70.4170731707317,8.8,209.97769165,47.6,9.4
EST,2001,4502.66614992392,70.2585365853659,8.1,214.70417786,,9.1
EST,2002,5343.18310760735,70.9048780487805,7.4,250.48020935,,9.4
EST,2003,7205.40703313243,71.3170731707317,6.8,368.97955322,,9.5
EST,2004,8916.0728274602,71.909756097561,6.2,474.50796509,,10.3
EST,2005,10414.6381183565,72.5682926829268,5.6,549.63024902,42.1,10.6
EST,2006,12641.4800976473,72.6914634146341,5.1,627.18377686,,11.0
EST,2007,16745.4308011148,72.8146341463415,4.7,866.49945068,40.3,11.8
EST,2008,18205.9064113446,73.7707317073171,4.3,1082.15478516,,12.0
EST,2009,14712.4494217916,74.8243902439024,3.9,1006.50708008,,11.8
EST,2010,14663.7041018705,75.4292682926829,3.6,966.19024658,37.3,11.9
EST,2011,17555.5455239426,76.2292682926829,3.3,1061.1628418,,11.1
EST,2012,17568.2137969714,76.3268292682927,3.0,1058.71960449,,10.6
EST,2013,19310.3874900757,77.1414634146341,2.8,1194.86206055,,10.3
EST,2014,20581.7898991695,77.0341463414634,2.6,1287.76123047,,10.3
EST,2015,17722.1557669523,77.590243902439,2.5,1156.20275879,33.3,10.6
EST,2016,18666.3736521706,77.6414634146342,2.3,1226.0859375,,10.7
EST,2017,20851.5223496861,78.0926829268293,2.2,1350.12646484,,10.5
EST,2018,23618.1361254581,78.2439024390244,2.0,1553.43347168,,10.9
EST,2019,24021.2501413306,78.6463414634147,1.9,1599.3503418,,10.6
EST,2020,23933.9939421065,78.5951219512195,1.8,1789.03417969,29.6,9.9
EST,2021,27953.7670230126,76.9439024390244,1.8,2091.15649414,28.9,10.0
EST,2022,28451.1477825175,77.8439024390244,1.7,1998.88549805,28.3,8.6
EST,2023,30133.304450454,78.490243902439,1.6,,,8.0
ETH,1990,262.108971053707,45.117,126.7,,,50.789
ETH,1991,277.565910365091,46.657,123.9,,,50.248
ETH,1992,207.406400863847,47.279,120.8,,,50.396
ETH,1993,168.520401400989,47.676,117.4,,,50.063
ETH,1994,127.685923459033,47.926,113.8,,,49.627
ETH,1995,136.523619088963,48.156,110.0,,,49.0
ETH,1996,147.327458851964,48.697,106.2,,,48.551
ETH,1997,143.369531498844,49.21,102.5,,,47.862
ETH,1998,126.465095781244,49.785,99.0,,,46.985
ETH,1999,120.734631499865,49.486,95.6,,,46.393
ETH,2000,122.269202606069,50.88,92.2,5.28970861,6.3,45.59
ETH,2001,118.457204255261,51.428,88.7,5.50955105,,44.987
ETH,2002,109.593813612988,52.085,85.1,5.14964151,,44.264
ETH,2003,116.800491132777,52.877,81.6,5.70984173,,43.334
ETH,2004,133.169812538096,53.735,77.9,5.7385993,,42.712
ETH,2005,158.243458082465,54.364,74.4,6.4820013,6.0,42.104
ETH,2006,189.345737521418,55.402,70.9,8.42413712,,41.086
ETH,2007,237.146255996319,56.566,67.7,11.63210678,5.9,40.054
ETH,2008,316.410475118075,57.733,64.7,13.03863621,,38.886
ETH,2009,368.574712267445,58.715,61.9,15.1445961,,37.538
ETH,2010,330.619412798644,59.709,59.3,16.17102051,5.8,36.571
ETH,2011,343.024942351887,60.595,56.8,14.62286568,,35.671
ETH,2012,452.101031885754,61.443,54.5,20.00217628,,34.563
ETH,2013,484.039833104062,62.161,52.2,19.26698494,,33.644
ETH,2014,549.986577082588,62.927,50.1,21.6064415,,33.408
ETH,2015,621.845673808133,63.592,48.0,23.21817207,5.5,33.331
ETH,2016,696.196084806324,64.162,46.0,24.34373283,,33.329
ETH,2017,745.632433925343,64.766,44.2,24.18239403,,33.222
ETH,2018,747.968003672674,65.257,42.5,23.5205574,,33.394
ETH,2019,828.709080522921,65.741,41.0,25.93511963,,33.549
ETH,2020,905.313159254148,65.969,39.6,28.28001595,5.3,33.31
ETH,2021,910.947887074508,65.33,38.3,26.06936646,5.3,32.876
ETH,2022,1011.07332413462,66.897,37.0,27.0685215,5.2,32.413
ETH,2023,,67.315,35.7,,,31.903
EUU,1990,15470.4188313504,74.7025399644901,10.0894162841563,,,12.1648133092672
EUU,1991,15952.0428320658,74.8156196057326,9.65079443402744,,,11.7881825043181
EUU,1992,17470.0725762899,75.1320469492226,9.17328509025981,,,11.49843807775
EUU,1993,15908.7868574488,75.2586919339716,8.70241723112204,,,11.1991593335913
EUU,1994,16826.1354789831,75.529313881825,8.24965868254747,,,10.8227197362523
EUU,1995,19470.1067458278,75.674162689793,7.76359459717007,,,10.5138861136311
EUU,1996,19755.2496373622,75.92681219796,7.29422998396271,,,10.5138306132435
EUU,1997,18093.6263269449,76.2445492728609,6.87367375859867,,,10.489954774627
EUU,1998,18616.5171736497,76.5133291555952,6.53217565874518,,,10.3385425645077
EUU,1999,18506.59904914,76.7479622793438,6.19284569442224,,,10.3193436893671
EUU,2000,16976.0490801973,77.0782450771112,5.90483764187873,1432.37901922712,35.63439663131,10.4601293085186
EUU,2001,17230.651387574,77.4256390326754,5.62693545206045,1474.86219725843,,10.2182025178045
EUU,2002,18797.8149681186,77.5340746440768,5.42840023672902,1651.16308513514,,10.1405489889134
EUU,2003,23020.9595202843,77.5923748441053,5.25027609841993,2071.42032584758,,10.1566165986821
EUU,2004,26368.6821205483,78.1178281794517,5.04461386348596,2374.17806353221,,10.248175728541
EUU,2005,27431.5034018556,78.2751410316852,4.87230648501981,2486.56099772817,33.0605809771629,10.2159851116368
EUU,2006,29200.6008108727,78.6721282949285,4.6579441226426,2636.3146157658,,10.3430954072912
EUU,2007,33704.6864604922,78.9060450955774,4.45760190622225,3008.3875160802,32.1425536198794,10.3781524146244
EUU,2008,37170.4298769943,79.1296281887548,4.30176836944364,3418.14379291107,,10.6244976753996
EUU,2009,33634.9363638006,79.362438680677,4.14754996415979,3341.93584878193,,10.4780540853965
EUU,2010,33122.5582674613,79.6354307923887,4.00446358361651,3270.27907261743,30.8102135803478,10.432756306775
EUU,2011,35967.0114355608,80.1439505204153,3.85472670960752,3525.47830924997,,10.1310621724031
