country,year,gdp_per_capita,life_expectancy,infant_mortality,health_spending,smoking_rate,birth_rate
MIC,1992,820.315451713864,63.9479688471286,65.1432843936312,,,26.8888166724826
MIC,1993,871.964226674424,64.2524132108465,63.9835287975754,,,26.4291406274347
MIC,1994,965.243607328429,64.5323624916257,62.8328497589701,,,25.9398901256147
MIC,1995,1089.62137798483,64.8716264996405,61.5249579377155,,,25.4242326206589
MIC,1996,1193.8228652823,65.1990219088538,60.1795381241757,,,25.0108099746886
MIC,1997,1246.73726007284,65.5232017407672,58.7131025418135,,,24.5796323949163
MIC,1998,1221.16209285682,65.8318522352774,57.2109387631643,,,24.0154302525942
MIC,1999,1156.94603815533,66.1418441363441,55.5547514616457,,,23.4657345473876
MIC,2000,1236.95452158776,66.4996894321111,53.6819794636942,62.2463687141355,35.2807128157453,23.1014308828969
MIC,2001,1222.85632245514,66.8263475778242,52.07617417802,61.75866348506,,22.7249313671482
MIC,2002,1227.92937219673,67.169524009184,50.2384893014314,60.2667849661014,,22.2854697201798
MIC,2003,1356.37606673816,67.4764411741404,48.4696106147083,67.4161825688687,,21.8855795783007
MIC,2004,1570.32160657649,67.6912316359649,46.6888646624735,77.5199741934304,,21.6211969652072
MIC,2005,1829.60738161698,68.1061163042439,44.7980402731097,90.8090324928459,31.4982025452348,21.4021798546641
MIC,2006,2127.30093055621,68.4385917828347,43.0967069332935,103.977868180036,,21.1326049654279
MIC,2007,2580.9056770896,68.7774099788513,41.435874609378,123.747829999047,30.087031993072,20.9698351374136
MIC,2008,3026.28221973102,68.9744447215504,39.9798193609515,146.523378868231,,20.8756034167929
MIC,2009,2998.35629233945,69.3941546629876,38.4172913603105,153.951805294944,,20.7051021608821
MIC,2010,3607.26997781882,69.7116856504068,37.1560685846528,178.172533929534,28.1704618932416,20.4969846734595
MIC,2011,4201.46234199476,70.0417625323479,35.8004327492746,207.048103139978,,20.696372631316
MIC,2012,4420.32330991182,70.3719580017028,34.1613397622753,220.448875036519,,20.8472923335387
MIC,2013,4637.49468742645,70.6558539715979,33.1557376884851,236.218638127014,,20.1871630344232
MIC,2014,4794.47609466369,70.9403712992755,31.8230122251025,244.186727943187,,20.0517066135715
MIC,2015,4599.80845420887,71.2072642315496,31.014492062429,239.04705433454,25.3568400929666,19.3699740684914
MIC,2016,4600.22936847744,71.4424241214902,29.8504061385382,237.360150534985,,19.4576366523008
MIC,2017,4973.53707967724,71.6599756723334,28.8424158534458,256.251073309727,,18.8129493853306
MIC,2018,5240.73875711968,71.9601326916177,28.4983758303748,266.587803445623,,18.1014694194371
MIC,2019,5310.45350032975,72.1896324078539,27.7715279952778,274.732197417909,,17.6370137183222
MIC,2020,5096.7359040376,71.5214553857761,27.5158032031332,278.256215145423,22.9648785961145,16.8239772649419
MIC,2021,5966.0001578766,70.3957107787488,27.0537464985015,317.446646247624,22.4942941003321,16.3958832547107
MIC,2022,6205.5459977675,72.5175506717212,26.5608532035754,321.071896340452,22.1126865715162,16.0779246110046
MIC,2023,6347.75391928371,72.7431938727471,25.9715849560897,,,15.8435246457354
MKD,1990,2277.30372314314,71.1720975609756,33.3,,,18.366
MKD,1991,2402.13517656378,71.5829024390244,31.2,,,18.661
MKD,1992,1198.92829846257,71.1484634146342,29.7,,,18.393
MKD,1993,1336.64775641463,71.5965609756098,28.1,,,18.171
MKD,1994,1786.35488334914,71.6926829268293,25.5,,,17.729
MKD,1995,2355.24705371138,71.8487804878049,21.9,,,16.689
MKD,1996,2306.53366957635,72.4951219512195,18.9,,,16.064
MKD,1997,1959.56073782188,72.4463414634146,17.2,,,14.8
MKD,1998,1875.81662735988,72.2975609756098,16.3,,,14.6
MKD,1999,1915.39281060996,72.790243902439,15.4,,,13.5
MKD,2000,1861.89899780644,72.9463414634147,14.2,162.68013,,14.5
MKD,2001,1823.02267682636,73.4365853658537,13.2,150.4312439,,13.3
MKD,2002,1989.13537265159,73.0390243902439,12.7,172.87971497,,13.7
MKD,2003,2445.36286400013,73.2414634146342,12.7,214.29603577,,13.3
MKD,2004,2818.5814561242,73.5975609756098,12.6,230.68000793,,11.5
MKD,2005,3120.98401394233,73.6975609756098,12.2,229.81243896,,11.0
MKD,2006,3440.4411057968,73.8951219512195,11.5,242.60142517,,11.1
MKD,2007,4204.11328760452,73.8,10.9,263.25378418,,11.1
MKD,2008,5026.4202989873,74.4,10.3,313.61117554,,11.2
MKD,2009,4799.78722768888,74.4463414634146,9.7,297.88058472,,11.5
MKD,2010,4833.36586759968,74.9975609756098,9.2,308.09429932,,11.8
MKD,2011,5416.86672931659,75.1,8.9,335.13171387,,11.1
MKD,2012,5049.8265386157,74.9024390243903,9.0,317.978302,,11.4
MKD,2013,5626.26115664893,75.4,9.4,361.13168335,,11.2
MKD,2014,5925.38592218015,75.4512195121951,9.8,357.63867188,,11.4
MKD,2015,5262.68671928674,75.4024390243902,9.9,322.25213623,,11.1
MKD,2016,5598.48622617967,75.4,9.5,347.44271851,,11.0987266524808
MKD,2017,5955.2973863451,75.9536585365854,8.5,375.3303833,,10.5
MKD,2018,6713.98925398989,76.6487804878049,7.2,426.57290649,,10.3
MKD,2019,6718.85826635458,76.6024390243903,6.1,469.47344971,,9.6
MKD,2020,6659.59651070776,74.3951219512195,5.2,510.81011963,,9.2
MKD,2021,7620.80296977508,73.2463414634146,4.4,636.65447998,,10.2
MKD,2022,7606.2375253797,74.4248780487805,3.6,561.69281006,,9.9
MKD,2023,8624.28400232117,75.3160975609756,2.8,,,9.2
MLI,1990,292.184532091609,46.541,124.2,,,47.047
MLI,1991,290.949913986172,46.889,122.2,,,47.169
MLI,1992,296.295758235174,47.238,120.4,,,46.891
MLI,1993,288.912651193625,47.586,118.7,,,46.679
MLI,1994,208.873284105014,47.914,117.1,,,46.545
MLI,1995,265.717051612187,48.292,115.4,,,45.879
MLI,1996,267.161312421177,48.5,113.4,,,45.831
MLI,1997,253.332746924326,49.086,111.2,,,46.09
MLI,1998,267.442574037141,49.592,108.7,,,46.396
MLI,1999,306.457426717778,50.06,105.9,,,47.017
MLI,2000,256.199554978241,50.605,102.8,14.00467396,16.7,47.091
MLI,2001,291.159497911347,51.3,99.7,13.15898132,,47.14
MLI,2002,318.042432039222,51.995,96.5,15.8949194,,47.348
MLI,2003,371.627016389759,52.632,93.4,18.7693882,,47.566
MLI,2004,542.887347640863,53.253,90.5,21.72006226,,47.774
MLI,2005,591.630393473705,53.792,87.8,23.9734993,14.0,47.891
MLI,2006,633.221946737432,54.305,85.4,26.93185234,,47.602
MLI,2007,711.675463215078,54.756,83.2,29.63539696,13.1,47.394
MLI,2008,820.715705601841,55.187,81.1,33.2138176,,47.203
MLI,2009,815.78868795173,55.588,79.1,34.64718246,,47.015
MLI,2010,827.617660082715,55.993,77.3,31.36423492,11.8,46.892
MLI,2011,941.574944706639,56.367,75.5,31.67959213,,46.477
MLI,2012,878.217175344858,56.696,73.9,27.53107071,,46.279
MLI,2013,903.190452512378,57.052,72.3,30.09257126,,45.461
MLI,2014,940.243260037952,57.482,70.8,35.7261734,,44.983
MLI,2015,838.11986940103,57.852,69.4,28.97842216,10.0,44.474
MLI,2016,872.468587171653,58.286,68.0,27.58086205,,43.911
MLI,2017,924.057531692284,58.562,66.6,28.49467659,,43.444
MLI,2018,996.379292136901,58.873,65.1,31.16962624,,42.585
MLI,2019,971.949318638092,59.217,63.7,31.4089489,,41.139
MLI,2020,953.242943290974,58.858,62.1,28.20211601,8.5,40.959
MLI,2021,1027.27345365357,59.116,60.5,30.61906815,8.3,40.707
MLI,2022,969.72220560562,60.035,59.0,29.74292755,8.0,40.345
MLI,2023,1035.86242628411,60.439,57.6,,,40.029
MLT,1990,7192.38994693962,76.0459268292683,10.0,,,15.2
MLT,1991,7558.75921583164,76.3776341463415,9.6,,,14.6
MLT,1992,8220.33403924666,76.5651219512195,9.3,,,14.9
MLT,1993,7296.35111127489,76.7196097560976,8.9,,,13.9
MLT,1994,8000.3453286604,76.8329756097561,8.6,,,12.9
MLT,1995,9828.22830085662,77.290243902439,8.2,,,12.2
MLT,1996,10061.6989656793,77.3414634146342,7.9,,,13.3
MLT,1997,9893.31176523189,77.7390243902439,7.6,,,12.7
MLT,1998,10408.0648734109,77.5878048780488,7.2,,,12.1
MLT,1999,10609.1982640169,77.5,6.9,,,11.4
MLT,2000,10348.4860163,78.3487804878049,6.7,647.10150146,33.0,11.3
MLT,2001,10357.7026407269,78.8439024390244,6.5,685.98400879,,10.1
MLT,2002,11251.2024877398,78.7390243902439,6.3,830.64630127,,9.9
MLT,2003,13593.9787182902,78.5463414634146,6.2,1074.09313965,,10.2
MLT,2004,15212.1312964883,79.2536585365854,6.1,1223.85742188,,9.7
MLT,2005,15831.3439802756,79.3,6.1,1379.68640137,30.7,9.6
MLT,2006,16653.6038312389,79.4390243902439,6.0,1474.48449707,,9.3
MLT,2007,19444.1743635565,79.7926829268293,6.0,1596.12316895,30.0,9.3
MLT,2008,22315.3104812611,79.6365853658537,6.0,1751.16503906,,9.8
MLT,2009,21176.3216665018,80.2414634146342,6.0,1677.36230469,,9.8
MLT,2010,21946.6070188242,81.3975609756098,6.0,1733.66882324,28.8,9.4
MLT,2011,23516.9691282762,80.7463414634146,6.0,1960.06115723,,10.0
MLT,2012,22878.3131257656,80.7463414634146,6.0,1898.60144043,,9.8
MLT,2013,25415.5566806942,81.7463414634146,5.9,2121.08227539,,9.5
MLT,2014,27424.5765369278,82.0463414634146,5.9,2456.43481445,,9.6
MLT,2015,25529.6813131565,81.8975609756097,5.8,2243.46704102,26.8,9.7
MLT,2016,26459.0772054811,82.4536585365854,5.7,2321.15332031,,9.8
MLT,2017,30317.2443357939,82.3463414634146,5.6,2551.71606445,,9.2
MLT,2018,33382.2677502638,82.2487804878049,5.5,2753.51098633,,9.2
MLT,2019,32421.9179753188,82.6585365853659,5.4,2943.63208008,,8.6
MLT,2020,31833.596382464,82.0975609756098,5.2,3135.40527344,25.4,8.6
MLT,2021,38065.354346575,82.2585365853659,5.1,3641.61938477,25.1,8.5
MLT,2022,36224.2819955817,82.4487804878049,5.0,3352.77490234,24.7,8.1
MLT,2023,40182.4313854634,83.5073170731707,4.8,,,8.1
MMR,1990,53.1225401094506,57.159,90.6,,,27.234
MMR,1991,51.2408970610106,57.395,89.0,,,26.947
MMR,1992,58.8896739558883,57.681,87.4,,,26.529
MMR,1993,76.212889482598,58.032,85.7,,,26.148
MMR,1994,105.391561114159,58.326,84.0,,,25.649
MMR,1995,124.14348039051,58.671,82.3,,,25.165
MMR,1996,141.897267580367,59.169,80.6,,,24.731
MMR,1997,108.039770292032,59.523,78.8,,,24.262
MMR,1998,145.950830383757,59.896,77.2,,,23.785
MMR,1999,189.490155849067,60.107,75.5,,,23.393
MMR,2000,196.619580625284,60.357,73.9,4.47214985,65.4,23.164
MMR,2001,141.525660705722,60.64,72.3,4.62700701,,23.06
MMR,2002,146.598390364449,60.925,70.5,7.0817728,,22.892
MMR,2003,224.292688912409,61.196,68.8,6.57480383,,22.252
MMR,2004,224.508811413327,61.443,66.9,7.01517916,,21.531
MMR,2005,252.685193060728,61.72,65.0,7.65254498,60.5,20.966
MMR,2006,303.495087119254,62.026,62.9,8.47415161,,20.599
MMR,2007,419.375780725042,62.367,60.8,9.91384029,58.2,20.373
MMR,2008,658.442487229705,56.364,70.8,14.70817947,,19.993
MMR,2009,758.442935789255,63.095,56.4,18.70313454,,19.681
MMR,2010,1010.53417343401,63.479,54.2,20.23270416,54.8,19.365
MMR,2011,1213.62898703376,63.859,52.1,27.40522575,,19.086
MMR,2012,1202.6658960055,64.251,50.0,37.25568008,,18.819
MMR,2013,1199.09561597055,64.617,48.1,37.68575287,,18.684
MMR,2014,1293.00042298688,64.994,46.3,54.28113556,,18.551
MMR,2015,1166.73305546337,65.288,44.6,63.62335968,50.2,18.608
MMR,2016,1229.19713515893,65.64,43.1,59.67910385,,18.561
MMR,2017,1272.82241830603,65.909,41.6,59.51782608,,18.341
MMR,2018,1298.21310320785,66.232,40.2,60.83261871,,18.054
MMR,2019,1425.98954211903,66.457,38.9,53.72147369,,17.774
MMR,2020,1490.21683548367,66.612,37.6,66.02284241,45.9,17.456
MMR,2021,1242.72134419599,65.553,36.4,71.14800262,45.1,17.201
MMR,2022,1158.05005034332,66.506,35.2,57.96875763,44.4,16.912
MMR,2023,1233.19666209269,66.889,34.1,,,16.696
MNA,1990,1555.0582746103,61.86242007335,81.2510493402079,,,37.5934040839312
MNA,1991,1024.13992334402,62.6673249254626,79.4020263463774,,,36.7165162316861
MNA,1992,1022.14274575121,63.120272467422,77.7944899162914,,,35.6822756038219
MNA,1993,877.444978567879,63.4769595101973,76.6801215165365,,,34.6568069447427
MNA,1994,899.26979312833,63.6262493800491,75.6535124753391,,,33.6532894273116
MNA,1995,977.954473377344,63.9040214770717,74.2874778269966,,,32.5917601373687
MNA,1996,1058.06607839871,64.2095358044498,72.6899726939471,,,31.711450635251
MNA,1997,1077.33623074433,64.4598684308186,70.8274784054459,,,31.0828933438723
MNA,1998,1075.35859706627,64.8233679087773,68.8755839168042,,,30.6177383381683
MNA,1999,1137.9223275516,65.2748261800046,67.006296208859,,,30.3621254926963
MNA,2000,1247.47238123273,65.6368471519478,65.0797679976933,55.0125234995131,28.6567499288503,29.9816810075306
MNA,2001,1226.50991412021,65.9952073676464,62.9264911374216,57.0116100816087,,29.4894638677324
MNA,2002,1168.28204981425,66.3529323677295,60.9732430428847,56.1581349617658,,29.0242096623337
MNA,2003,1263.87606211862,66.4455527298438,59.3219316549244,55.5382003005061,,28.8262131535822
MNA,2004,1463.04148806568,66.8873537609515,57.3964275878335,63.5446207224409,,28.4553314209023
MNA,2005,1657.11024432377,66.853402612801,55.6628917734301,71.8813643989315,25.792456607894,28.3271537027387
MNA,2006,1883.12067837663,67.3815240346302,54.1488773158669,81.0349299273989,,28.5205717978745
MNA,2007,2237.26188320553,67.6503603993861,52.6181957676564,96.7502401092658,24.9211742287473,28.6880879988125
MNA,2008,2652.79039145721,67.9910660173056,51.1808842064674,115.747391385188,,28.8340714734558
MNA,2009,2510.74762666123,68.2744546682628,49.8673709064156,127.374853870982,,28.9006051580957
MNA,2010,2816.19347268048,68.4912505131132,48.4291815538868,140.405263697553,23.5328327240979,28.9585754888242
MNA,2011,3232.55085445125,68.6624095113408,46.9937334978657,158.62700389688,,28.8463887083179
MNA,2012,3412.57302470239,68.6913310388784,45.6001016491135,167.512615084581,,28.811678727595
MNA,2013,3148.3641242062,68.9136300385634,44.1158291719865,156.208206492479,,28.6084521491627
MNA,2014,3073.79994256308,69.1715558421355,42.7047471684335,157.306513815143,,28.2618389723439
MNA,2015,2802.63134980934,69.2873263613117,41.4766400770653,152.639587182874,21.664174722606,27.8214312021874
MNA,2016,2832.83052598,69.5328376363007,40.3161305967128,158.250266147098,,27.0985812798696
MNA,2017,2827.77247042523,69.8141316373328,39.3355861159403,158.142511055104,,26.6547242346271
MNA,2018,2789.82637461637,70.0733668958653,38.732410112487,141.996227893092,,25.7612546856819
MNA,2019,2674.37046083008,70.417484585256,37.9433751397736,133.839417987858,,25.1064504549323
MNA,2020,2381.42542469934,69.0506342866219,36.9738972040549,127.087885839305,20.1570839935635,24.7064449407002
MNA,2021,2719.53126773593,68.9280214782653,36.111580347842,136.306827022982,19.8970103557551,24.3096569566221
MNA,2022,2975.95566292741,71.0055315443397,35.1385328983309,132.581917579374,19.6166211308623,24.0326916833302
MNA,2023,2797.40730719316,71.2758849884582,34.1207734088251,,,23.7548730827916
MNE,1990,,73.6963414634146,14.8,,,15.526
MNE,1991,,73.7667317073171,14.2,,,15.906
MNE,1992,,73.6216585365854,13.8,,,15.788
MNE,1993,,73.6938780487805,13.6,,,15.24
MNE,1994,,73.5877804878049,13.5,,,15.009
MNE,1995,,73.5649268292683,13.5,,,15.4
MNE,1996,,73.4447317073171,13.5,,,15.0
MNE,1997,1375.32616813442,73.3429756097561,13.5,,,14.4
MNE,1998,1405.81632669854,73.2877804878049,13.3,,,15.1
MNE,1999,1367.90257335097,73.1438780487805,13.1,,,14.6
MNE,2000,1627.06511911987,73.3968048780488,12.7,,38.6,15.2
MNE,2001,1909.59870186179,73.5801951219512,12.2,,,14.6
MNE,2002,2106.6350684523,73.9652195121951,11.5,,,13.9
MNE,2003,2789.15906483509,74.0557317073171,10.8,,,13.6
MNE,2004,3380.16512135859,74.2056097560976,10.1,,,12.8
MNE,2005,3674.6179242797,73.9829268292683,9.3,,36.7,12.0
MNE,2006,4425.67887307803,73.8390243902439,8.5,,,12.3
MNE,2007,5976.39414454596,74.3390243902439,7.8,,36.1,12.7
MNE,2008,7367.75190910882,75.1365853658537,7.0,,,13.4
MNE,2009,6727.10776676969,75.1439024390244,6.3,,,14.0
MNE,2010,6688.40259641346,75.990243902439,5.7,,35.2,12.0
MNE,2011,7325.64689244715,76.0829268292683,5.1,571.65600586,,11.6
MNE,2012,6577.74033229273,76.3,4.6,535.16223145,,12.0
MNE,2013,7172.92908521143,76.490243902439,4.2,597.17596436,,12.0
MNE,2014,7364.96590101549,76.3390243902439,3.8,581.40106201,,12.1
MNE,2015,6491.19280618646,76.6024390243903,3.5,582.18743896,33.7,11.8
MNE,2016,6999.1358134109,76.5414634146342,3.2,604.88665771,,12.1
MNE,2017,7758.36921956034,76.6853658536585,3.0,623.68841553,,11.9
MNE,2018,8790.88152116679,77.8853658536585,2.8,745.7520752,,11.6
MNE,2019,8842.48528706869,76.6829268292683,2.6,754.77441406,,11.5
MNE,2020,7612.62845881291,75.9317073170732,2.5,896.24884033,32.4,11.3
MNE,2021,9377.48879714989,73.8243902439024,2.3,1024.2565918,32.3,11.3
MNE,2022,9990.20444616996,76.1878048780488,2.2,1107.06445313,32.0,11.3
MNE,2023,12077.3747094687,77.5878048780488,2.1,,,11.2
MNG,1990,1220.17127664137,58.8011951219512,73.5,,,34.098
MNG,1991,1098.68017445549,59.8047317073171,71.2,,,31.919
MNG,1992,607.813424662797,60.4307073170732,69.0,,,28.794
MNG,1993,354.898613087701,60.8242195121951,67.0,,,25.832
MNG,1994,422.864349383041,60.859,64.8,,,24.455
MNG,1995,652.67456284915,60.892512195122,62.5,,,23.982
MNG,1996,595.5810149554,60.994,60.0,,,23.28
MNG,1997,515.298004947316,61.414512195122,57.2,,,22.197
MNG,1998,483.878066074871,62.0830731707317,54.1,,,21.361
MNG,1999,448.660368337533,62.7895365853659,50.8,,,21.061
MNG,2000,476.02755082717,63.2104878048781,47.4,28.13583946,33.2,20.794
MNG,2001,524.453483552485,63.3917073170732,44.0,27.85225105,,20.257
MNG,2002,570.249213248399,63.540243902439,40.6,30.67812347,,19.424
MNG,2003,643.168068921658,63.5753658536585,37.4,27.18718147,,18.648
MNG,2004,794.154552001815,64.630243902439,34.4,33.7024498,,18.398
MNG,2005,994.90010913241,65.2807317073171,31.5,38.04277039,32.2,18.566
MNG,2006,1329.89179579053,65.9021951219512,28.9,49.52784348,,19.96
MNG,2007,1627.68787743359,66.5934146341464,26.6,66.17643738,31.8,21.889
MNG,2008,2127.42678594737,67.2460975609756,24.4,97.26833344,,23.899
MNG,2009,1703.32756790019,67.9690243902439,22.5,76.7000351,,24.816
MNG,2010,2625.21881402433,68.5056097560976,20.8,99.50933838,31.3,23.1
MNG,2011,3736.04201455077,69.109268292683,19.4,135.98664856,,25.1
MNG,2012,4328.89001905655,69.500243902439,18.2,169.6519928,,26.0
MNG,2013,4340.14310544449,70.0980487804878,17.3,180.41543579,,27.5
MNG,2014,4126.23975800524,70.5831707317073,16.5,176.69651794,,28.0
MNG,2015,3838.92126989984,70.810243902439,15.7,165.19296265,30.5,27.1
MNG,2016,3619.90026383792,70.2239024390244,15.0,168.41404724,,25.9
MNG,2017,3645.96708669551,70.5434146341463,14.2,160.4889679,,23.9
MNG,2018,4107.64288528468,70.8270731707317,13.5,188.64115906,,24.5
MNG,2019,4347.54610314873,71.0531707317073,12.8,197.57131958,,24.4
MNG,2020,4001.25193077703,71.3490243902439,12.2,188.77464294,30.0,23.4
MNG,2021,4517.61578018785,71.6451219512195,11.8,330.03753662,29.6,21.6
MNG,2022,4993.51487463495,71.9007317073171,11.6,448.24212646,29.5,19.5
MNG,2023,5838.63108083902,72.1224390243902,11.4,,,19.0
MNP,1990,,70.038,,,,27.972
MNP,1991,,70.362,,,,33.026
MNP,1992,,70.762,,,,34.677
MNP,1993,,71.156,,,,35.243
MNP,1994,,71.533,,,,31.169
MNP,1995,,71.938,,,,30.629
MNP,1996,,72.442,,,,25.543
MNP,1997,,72.947,,,,24.756
MNP,1998,,73.573,,,,19.658
MNP,1999,,74.262,,,,19.895
MNP,2000,,74.9,,,,21.957
MNP,2001,,75.419,,,,23.055
MNP,2002,19227.8894246608,75.934,,,,21.196
MNP,2003,18938.8728389967,76.505,,,,22.594
MNP,2004,18924.5831899653,76.789,,,,22.887
MNP,2005,17015.7487891715,77.307,,,,22.96
MNP,2006,16314.5578590027,77.688,,,,24.494
MNP,2007,15914.2193040498,77.863,,,,24.231
MNP,2008,16430.4461942257,77.938,,,,22.747
MNP,2009,14369.6339810212,77.903,,,,20.624
MNP,2010,14771.4037455399,77.8,,,,20.67
MNP,2011,13598.7166094613,77.688,,,,21.409
MNP,2012,14013.6003306158,77.566,,,,21.778
MNP,2013,14632.8518897608,77.452,,,,22.776
MNP,2014,15945.417608954,77.377,,,,21.455
MNP,2015,17665.1007493109,77.36,,,,19.791
MNP,2016,24225.474169342,77.392,,,,18.374
MNP,2017,31225.6049960968,77.47,,,,17.324
MNP,2018,26509.3628379893,77.51,,,,16.559
MNP,2019,24496.6652122421,77.844,,,,16.029
MNP,2020,18220.8382427201,78.03,,,,15.487
MNP,2021,19455.50139424,78.16,,,,14.824
MNP,2022,23785.754590043,78.531,,,,13.807
MNP,2023,,78.808,,,,12.918
MOZ,1990,,44.337,146.7,,,47.431
MOZ,1991,288.708092484444,44.705,145.6,,,46.802
MOZ,1992,205.585216062094,45.095,144.0,,,46.24
MOZ,1993,205.189844208699,45.675,142.0,,,45.102
MOZ,1994,196.763143175646,46.086,139.1,,,43.561
MOZ,1995,191.826096861406,46.546,135.3,,,44.434
MOZ,1996,244.362651012498,47.121,130.5,,,44.365
MOZ,1997,287.532091475389,47.8,125.0,,,44.271
MOZ,1998,320.125121723292,48.212,118.8,,,44.037
MOZ,1999,354.406245723711,48.837,112.4,,,43.91
MOZ,2000,327.12623979157,49.476,106.1,7.00877714,,43.583
MOZ,2001,304.792138621913,50.259,100.1,8.53719139,,43.073
MOZ,2002,313.886661721198,50.879,94.5,10.00207806,,42.473
MOZ,2003,339.488737800648,51.383,89.5,11.03660774,,41.971
MOZ,2004,400.056973161545,51.855,84.6,14.12452602,,41.638
MOZ,2005,436.773856167384,52.322,80.2,18.40718079,,41.356
MOZ,2006,457.487647833183,52.748,75.7,18.05057144,,41.117
MOZ,2007,507.874923914304,53.255,69.7,19.29700851,,41.268
MOZ,2008,592.159111184122,53.799,67.0,24.48562622,,42.277
MOZ,2009,547.697144193651,54.4,63.7,27.68954468,,42.908
MOZ,2010,496.185839392659,55.04,63.5,26.26061249,,42.806
MOZ,2011,618.17649286789,55.733,59.7,30.42516136,,42.454
MOZ,2012,685.685748199513,56.46,57.5,35.24672699,,42.019
MOZ,2013,686.505672517351,57.189,56.1,41.5031395,,41.554
MOZ,2014,697.142680444123,57.965,54.8,43.50259018,,40.792
MOZ,2015,610.563774706589,58.711,53.8,40.35658646,,40.426
MOZ,2016,441.489734819071,59.455,52.9,31.85357285,,40.093
MOZ,2017,470.93856305196,60.148,51.5,36.75825882,,39.755
MOZ,2018,517.507260258101,60.79,50.6,41.29206467,,39.448
MOZ,2019,519.09255091362,61.306,49.7,41.01906586,,39.117
MOZ,2020,462.433876479921,61.39,49.1,34.87546539,,38.736
MOZ,2021,509.907829475551,60.268,47.7,45.22790909,,38.403
MOZ,2022,578.251663751351,63.011,46.5,49.4729538,,37.99
MOZ,2023,622.985619320596,63.611,45.4,,,37.486
MRT,1990,772.033092140219,58.087,72.7,,,41.395
MRT,1991,1061.67704285264,58.291,72.4,,,41.296
MRT,1992,1036.47437808576,58.568,72.4,,,40.712
MRT,1993,849.620301696661,58.733,72.5,,,41.667
MRT,1994,864.599478365453,58.763,72.7,,,41.682
MRT,1995,904.719170071042,58.861,72.8,,,41.538
MRT,1996,904.120879798142,58.915,72.7,,,40.71
MRT,1997,859.28395817576,59.417,72.2,,,39.404
MRT,1998,821.266378551937,59.89,71.3,,,38.625
MRT,1999,781.337033563197,60.443,69.7,,,38.119
MRT,2000,680.911061879778,61.044,67.6,23.00290108,22.0,37.914
MRT,2001,651.817840199777,61.662,64.9,23.28163338,,37.983
MRT,2002,648.879643934862,62.249,61.8,25.96999741,,37.855
MRT,2003,732.017820812675,62.805,58.4,29.51877594,,37.912
MRT,2004,823.554457141893,63.369,55.0,31.47280884,,38.273
MRT,2005,998.96583416747,63.92,51.8,34.00539017,18.1,38.436
MRT,2006,1300.60367988659,64.493,49.0,35.14922333,,38.762
MRT,2007,1405.15016203368,64.885,46.7,40.41820145,16.7,39.041
MRT,2008,1635.5630623124,65.233,44.8,49.2858696,,39.074
MRT,2009,1435.43010811893,65.485,43.4,44.64679718,,39.005
MRT,2010,1659.96369705455,65.661,42.4,43.759655,14.8,38.939
MRT,2011,1931.19975525465,65.754,41.5,47.77469254,,38.941
MRT,2012,1859.11733247641,65.808,40.8,49.2515831,,38.74
MRT,2013,1934.24103064714,65.89,40.1,55.47412872,,38.509
MRT,2014,1713.00865264234,66.207,39.3,59.29050827,,38.127
MRT,2015,1554.94897871782,66.498,38.5,57.1233139,12.3,37.778
MRT,2016,1565.76575722696,66.823,37.6,49.90084076,,37.402
MRT,2017,1615.00401327323,67.088,36.7,55.22446442,,37.046
MRT,2018,1722.93528854073,67.419,35.8,49.68307495,,36.621
MRT,2019,1767.072710621,67.64,34.8,54.63365555,,36.211
MRT,2020,1795.76459566714,66.794,33.8,53.89974594,10.2,35.735
MRT,2021,1947.78918383313,66.762,32.9,73.6309433,9.8,35.342
MRT,2022,1960.35240077424,68.281,32.0,90.41540527,9.5,34.844
MRT,2023,2120.82318421747,68.484,31.0,,,34.423
MUS,1990,2539.92846467452,69.4048780487805,19.9,,,21.3
MUS,1991,2705.26648158805,69.9560975609756,18.9,,,20.7
MUS,1992,3013.23706337167,70.0585365853659,18.4,,,21.1
MUS,1993,3013.83313790492,70.1073170731707,18.4,,,20.3
MUS,1994,3240.38624662702,70.1585365853659,18.8,,,19.6
MUS,1995,3648.01649622256,70.3258536585366,19.4,,,18.3
MUS,1996,3951.94494649336,70.3229268292683,19.8,,,18.3
MUS,1997,3695.73668844327,70.4048780487805,19.7,,,17.4
MUS,1998,3641.62142564086,70.6073170731707,19.0,,,16.7
MUS,1999,3745.69625069831,70.9609756097561,17.8,,,17.3
MUS,2000,3981.98343249582,71.6634146341463,16.6,115.89820862,25.4,17.0
MUS,2001,3908.55694927435,71.7658536585366,15.4,116.36106873,,16.5
MUS,2002,4073.06053055903,71.9658536585366,14.6,132.38633728,,16.6
MUS,2003,4858.26575549747,72.1170731707317,14.1,157.68417358,,15.9
MUS,2004,5460.60800184198,72.2658536585366,13.8,184.74328613,,15.7
MUS,2005,5354.02974260642,72.4321951219512,13.6,192.13858032,24.1,15.3
MUS,2006,5695.97525509869,72.4321951219512,13.5,203.24180603,,14.3
MUS,2007,6574.6635764099,72.5707317073171,13.4,229.2313385,23.7,13.7
MUS,2008,8030.05228087539,72.5707317073171,13.2,312.88540649,,13.2
MUS,2009,7318.12640972422,72.8824390243903,13.0,301.67260742,,12.3
MUS,2010,8000.37643182154,72.9673170731707,13.0,357.17382813,23.0,12.0
MUS,2011,9197.04299089459,73.2668292682927,13.1,385.76248169,,11.7
