country,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023
SAS,,,,,,,,,,,55.7393464239759,,,,,46.8286855101711,,43.4357037147412,,,38.7717728976102,,,,,32.1859767340141,,,,,26.9067719189484,26.0418939429683,25.1487267996836,
SAU,,,,,,,,,,,14.2,,,,,14.3,,14.3,,,14.3,,,,,14.4,,,,,14.8,14.8,14.9,
SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,,,,,,,,,,,14.9,,,,,12.3,,11.4,,,10.2,,,,,8.4,,,,,7.0,6.7,6.5,
SGP,,,,,,,,,,,16.9,,,,,16.8,,16.7,,,16.6,,,,,16.6,,,,,16.3,16.3,16.4,
SLB,,,,,,,,,,,43.5,,,,,41.6,,40.8,,,40.0,,,,,38.3,,,,,37.3,37.1,36.9,
SLE,,,,,,,,,,,40.0,,,,,31.0,,28.0,,,23.9,,,,,18.4,,,,,14.3,13.5,12.9,
SLV,,,,,,,,,,,15.5,,,,,13.6,,12.9,,,11.9,,,,,10.5,,,,,9.3,9.1,8.9,
SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,,,,,,,,,,,44.9,,,,,43.7,,43.2,,,42.4,,,,,41.1,,,,,40.1,39.9,39.5,
SSA,,,,,,,,,,,19.6533234061603,,,,,16.3792091620115,,15.2768347882975,,,13.829020142783,,,,,11.8595707155489,,,,,10.2480412028858,9.96006862889612,9.71923843139715,
SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSF,,,,,,,,,,,18.2118996063256,,,,,15.2434374554072,,14.2386618740738,,,12.9198477307452,,,,,11.1103521549077,,,,,9.6512522394009,9.39658426107511,9.17194179432596,
SST,,,,,,,,,,,33.4764990229583,,,,,30.2736667073551,,29.1832124549967,,,27.6205396194914,,,,,25.4956073569751,,,,,23.7268785009052,23.4028769493132,23.0631698218087,
STP,,,,,,,,,,,7.2,,,,,7.2,,7.2,,,7.3,,,,,7.4,,,,,7.7,7.8,7.8,
SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,,,,,,,,,,,32.2,,,,,31.9,,32.0,,,31.8,,,,,31.9,,,,,32.3,32.3,32.4,
SVN,,,,,,,,,,,25.7,,,,,24.3,,23.7,,,23.0,,,,,21.8,,,,,20.6,20.4,20.1,
SWE,,,,,,,,,,,46.5,,,,,39.4,,36.9,,,33.4,,,,,28.3,,,,,24.1,23.3,22.7,
SWZ,,,,,,,,,,,12.6,,,,,11.5,,11.2,,,10.8,,,,,10.2,,,,,9.7,9.6,9.5,
SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,,,,,,,,,,,30.9,,,,,27.6,,26.5,,,24.9,,,,,22.7,,,,,20.8,20.6,20.2,
SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,,,,,,,,,,,10.9,,,,,9.9,,9.5,,,9.0,,,,,8.3,,,,,7.7,7.5,7.4,
TEA,,,,,,,,,,,29.5984874731703,,,,,28.3654766765275,,27.9034097763968,,,27.3799725705365,,,,,26.5201085922162,,,,,25.7406472550029,25.458931194142,25.4247651879299,
TEC,,,,,,,,,,,34.8682479182532,,,,,32.7460387874997,,31.9947372423873,,,30.8586184633242,,,,,29.2162947765901,,,,,27.7938274254478,27.5716670347066,27.3058690514155,
TGO,,,,,,,,,,,15.9,,,,,12.7,,11.6,,,10.2,,,,,8.3,,,,,6.8,6.6,6.4,
THA,,,,,,,,,,,26.2,,,,,24.4,,23.5,,,22.6,,,,,21.1,,,,,19.7,19.4,19.2,
TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKM,,,,,,,,,,,14.8,,,,,11.7,,10.6,,,9.3,,,,,7.5,,,,,6.1,5.8,5.6,
TLA,,,,,,,,,,,24.4831083148649,,,,,21.0434100466264,,19.8431588910964,,,18.2479644565765,,,,,15.9081742449419,,,,,14.0118487633114,13.6484414481904,13.3305968970703,
TLS,,,,,,,,,,,52.8,,,,,49.6,,48.2,,,46.2,,,,,43.0,,,,,39.9,39.3,38.7,
TMN,,,,,,,,,,,28.6567499288503,,,,,25.792456607894,,24.9211742287473,,,23.5328327240979,,,,,21.664174722606,,,,,20.1570839935635,19.8970103557551,19.6166211308623,
TON,,,,,,,,,,,33.3,,,,,32.7,,32.4,,,32.3,,,,,31.8,,,,,31.5,31.3,31.3,
TSA,,,,,,,,,,,55.7393464239759,,,,,46.8286855101711,,43.4357037147412,,,38.7717728976102,,,,,32.1859767340141,,,,,26.9067719189484,26.0418939429683,25.1487267996836,
TSS,,,,,,,,,,,18.2118996063256,,,,,15.2434374554072,,14.2386618740738,,,12.9198477307452,,,,,11.1103521549077,,,,,9.65125223940089,9.39658426107511,9.17194179432596,
TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,,,,,,,,,,,29.7,,,,,27.1,,26.4,,,25.0,,,,,23.0,,,,,21.2,21.0,20.5,
TUR,,,,,,,,,,,33.8,,,,,32.8,,32.4,,,32.0,,,,,31.3,,,,,30.7,30.7,30.5,
TUV,,,,,,,,,,,48.3,,,,,44.4,,43.0,,,40.7,,,,,37.6,,,,,34.8,34.2,33.7,
TZA,,,,,,,,,,,27.8,,,,,21.5,,19.5,,,16.8,,,,,13.1,,,,,10.2,9.7,9.3,
UGA,,,,,,,,,,,25.8,,,,,19.3,,17.2,,,14.6,,,,,11.0,,,,,8.4,7.9,7.5,
UKR,,,,,,,,,,,38.2,,,,,34.8,,33.3,,,31.3,,,,,28.5,,,,,25.9,25.5,24.9,
UMC,,,,,,,,,,,27.6872736160512,,,,,26.1361582757908,,25.5694056031843,,,24.8885448798816,,,,,23.8026368621929,,,,,22.866618413533,22.6044264881589,22.5197816609943,
URY,,,,,,,,,,,35.4,,,,,31.3,,29.8,,,27.6,,,,,24.4,,,,,21.5,21.0,20.5,
USA,,,,,,,,,,,31.5,,,,,29.6,,29.0,,,27.9,,,,,26.3,,,,,24.9,24.7,24.3,
UZB,,,,,,,,,,,27.8,,,,,24.7,,23.6,,,21.9,,,,,19.6,,,,,17.4,17.1,16.7,
VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,,,,,,,,,,,31.1,,,,,28.8,,28.0,,,26.6,,,,,24.9,,,,,23.2,22.9,22.5,
VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WLD,,,,,,,,,,,34.3352527371262,,,,,30.7535267105219,,29.4296164191541,,,27.595057390787,,,,,24.8790371821949,,,,,22.57421630522,22.1274026073684,21.7410734453807,
WSM,,,,,,,,,,,41.6,,,,,36.1,,34.0,,,31.2,,,,,27.1,,,,,23.8,23.1,22.5,
XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,,,,,,,,,,,28.7,,,,,26.7,,25.9,,,24.8,,,,,23.3,,,,,21.8,21.7,21.4,
ZAF,,,,,,,,,,,23.7,,,,,22.7,,22.5,,,22.0,,,,,21.5,,,,,20.9,20.8,20.7,
ZMB,,,,,,,,,,,19.7,,,,,18.2,,17.7,,,17.0,,,,,15.8,,,,,14.8,14.8,14.6,
ZWE,,,,,,,,,,,21.4,,,,,18.3,,17.2,,,15.7,,,,,13.6,,,,,11.9,11.6,11.3,
